# name of location | nothing = warning , O = just advice , R = just report| ID of ADVICE
/awstats/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/AWStats/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/awstats-cgi/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/awstats/cgi-bin/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/awstats/wwwroot/cgi-bin/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/ayuda/|R|APACHE_VHOSTS_KNOWN_NAME
/b/|R|APACHE_VHOSTS_KNOWN_NAME
/b2evolution/blogs/htsrv/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/b2-include/|R|APACHE_VHOSTS_KNOWN_NAME
/back/|R|APACHE_VHOSTS_KNOWN_NAME
/backend/|R|APACHE_VHOSTS_KNOWN_NAME
/backend/plugin/Registration/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/_backup/|R|APACHE_VHOSTS_KNOWN_NAME
/backup/|R|APACHE_VHOSTS_KNOWN_NAME
/backup/down.php|R|APACHE_VHOSTS_KNOWN_NAME
/backups/|R|APACHE_VHOSTS_KNOWN_NAME
/baconmap/admin/updatelist.php|R|APACHE_VHOSTS_KNOWN_NAME
/bak/|R|APACHE_VHOSTS_KNOWN_NAME
/banca/|R|APACHE_VHOSTS_KNOWN_NAME
/banco/|R|APACHE_VHOSTS_KNOWN_NAME
/bands/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bank/|R|APACHE_VHOSTS_KNOWN_NAME
/banner/|R|APACHE_VHOSTS_KNOWN_NAME
/banner01/|R|APACHE_VHOSTS_KNOWN_NAME
/banners/|R|APACHE_VHOSTS_KNOWN_NAME
/base/base_main.php|R|APACHE_VHOSTS_KNOWN_NAME
/base_main.php|R|APACHE_VHOSTS_KNOWN_NAME
/basilix.php|R|APACHE_VHOSTS_KNOWN_NAME
/batch/|R|APACHE_VHOSTS_KNOWN_NAME
/bb-dnbd/|R|APACHE_VHOSTS_KNOWN_NAME
/bbv/|R|APACHE_VHOSTS_KNOWN_NAME
/bdata/|R|APACHE_VHOSTS_KNOWN_NAME
/bdatos/|R|APACHE_VHOSTS_KNOWN_NAME
/beta/|R|APACHE_VHOSTS_KNOWN_NAME
/bf/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bible.php|R|APACHE_VHOSTS_KNOWN_NAME
/bid/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bigforum/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/billpay/|R|APACHE_VHOSTS_KNOWN_NAME
/bin/|R|APACHE_VHOSTS_KNOWN_NAME
/bin/msgimport|R|APACHE_VHOSTS_KNOWN_NAME
/bin/view/foswiki/WebHome|R|APACHE_VHOSTS_KNOWN_NAME
/bin/view/TWiki/WebHome|R|APACHE_VHOSTS_KNOWN_NAME
/bitweaver/users/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/bitweaver/wiki/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/BizTalkServerDocs/|R|APACHE_VHOSTS_KNOWN_NAME
/BizTalkServerRepository/|R|APACHE_VHOSTS_KNOWN_NAME
/BizTalkTracking/|R|APACHE_VHOSTS_KNOWN_NAME
/blindblog/comment.php|R|APACHE_VHOSTS_KNOWN_NAME
/blob/blob.php|R|APACHE_VHOSTS_KNOWN_NAME
/blob.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/|R|APACHE_VHOSTS_KNOWN_NAME
/blogAdmin/jobs.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/blob.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/blogAdmin/jobs.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/comment.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/comments.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/index.php/Special/Main/Templates|R|APACHE_VHOSTS_KNOWN_NAME
/blog/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/public/view.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/search.php|R|APACHE_VHOSTS_KNOWN_NAME
/blogs/htsrv/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/blog/wp-content/plugins/phpmyadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/boadmin/|R|APACHE_VHOSTS_KNOWN_NAME
/board/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/board/db/users.dat|R|APACHE_VHOSTS_KNOWN_NAME
/board/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/board/showtheme.php|R|APACHE_VHOSTS_KNOWN_NAME
/board/upload/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/board/wcf/acp/dereferrer.php|R|APACHE_VHOSTS_KNOWN_NAME
/boat-webdesign/detail.asp|R|APACHE_VHOSTS_KNOWN_NAME
/boat-webdesignprintdetail.asp|R|APACHE_VHOSTS_KNOWN_NAME
/book_panel/books.php|R|APACHE_VHOSTS_KNOWN_NAME
/boot/|R|APACHE_VHOSTS_KNOWN_NAME
/Boutiques/|R|APACHE_VHOSTS_KNOWN_NAME
/breakcal/calendar.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/browse.php|R|APACHE_VHOSTS_KNOWN_NAME
/btauxdir/|R|APACHE_VHOSTS_KNOWN_NAME
/btnet/about.html|R|APACHE_VHOSTS_KNOWN_NAME
/bug/|R|APACHE_VHOSTS_KNOWN_NAME
/bugport/php/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bugs/|R|APACHE_VHOSTS_KNOWN_NAME
/bugs/bug.php|R|APACHE_VHOSTS_KNOWN_NAME
/bugs/index.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/bugs/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bugtracker/about.html|R|APACHE_VHOSTS_KNOWN_NAME
/bugtracker/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/bugzilla/|R|APACHE_VHOSTS_KNOWN_NAME
/bugzilla/index.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/business/|R|APACHE_VHOSTS_KNOWN_NAME
/buy/|R|APACHE_VHOSTS_KNOWN_NAME
/buynow/|R|APACHE_VHOSTS_KNOWN_NAME
/bw/users/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/bw/wiki/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/c/|R|APACHE_VHOSTS_KNOWN_NAME
/cache-stats/|R|APACHE_VHOSTS_KNOWN_NAME
/cacti/|R|APACHE_VHOSTS_KNOWN_NAME
/cacti/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/caja/|R|APACHE_VHOSTS_KNOWN_NAME
/calendar/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/calendar/details.asp|R|APACHE_VHOSTS_KNOWN_NAME
/calendar/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/calendar/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/campsite/admin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/campsite/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/card/|R|APACHE_VHOSTS_KNOWN_NAME
/cards/|R|APACHE_VHOSTS_KNOWN_NAME
/car_portal/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cart/|R|APACHE_VHOSTS_KNOWN_NAME
/cart/admin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cart/extras/curltest.php|R|APACHE_VHOSTS_KNOWN_NAME
/cart/includes/initsystem.php|R|APACHE_VHOSTS_KNOWN_NAME
/cart/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cash/|R|APACHE_VHOSTS_KNOWN_NAME
/caspsamp/|R|APACHE_VHOSTS_KNOWN_NAME
/catalog/|R|APACHE_VHOSTS_KNOWN_NAME
/catalog/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/catalog.php|R|APACHE_VHOSTS_KNOWN_NAME
/caucho-status|R|APACHE_VHOSTS_KNOWN_NAME
/cbblog/comment.php|R|APACHE_VHOSTS_KNOWN_NAME
/cb/db/budget.sqlite|R|APACHE_VHOSTS_KNOWN_NAME
/cbi-bin/|R|APACHE_VHOSTS_KNOWN_NAME
/ccard/|R|APACHE_VHOSTS_KNOWN_NAME
/ccards/|R|APACHE_VHOSTS_KNOWN_NAME
/cctiddly/includes/include.php|R|APACHE_VHOSTS_KNOWN_NAME
/cd/|R|APACHE_VHOSTS_KNOWN_NAME
/cd-cgi/|R|APACHE_VHOSTS_KNOWN_NAME
/cdrom/|R|APACHE_VHOSTS_KNOWN_NAME
/ce_html/|R|APACHE_VHOSTS_KNOWN_NAME
/celerbb/viewforum.php|R|APACHE_VHOSTS_KNOWN_NAME
/celer/viewforum.php|R|APACHE_VHOSTS_KNOWN_NAME
/centreon/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cert/|R|APACHE_VHOSTS_KNOWN_NAME
/certificado/|R|APACHE_VHOSTS_KNOWN_NAME
/certificate/|R|APACHE_VHOSTS_KNOWN_NAME
/cfanywhere/index.html|R|APACHE_VHOSTS_KNOWN_NAME
/cfappman/|R|APACHE_VHOSTS_KNOWN_NAME
/cfdocs/|R|APACHE_VHOSTS_KNOWN_NAME
/cfide/|R|APACHE_VHOSTS_KNOWN_NAME
/CFIDE/administrator/index.cfm|R|APACHE_VHOSTS_KNOWN_NAME
/cg739|R|APACHE_VHOSTS_KNOWN_NAME
/cgi/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-auth/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bim/|R|APACHE_VHOSTS_KNOWN_NAME
/cgibin/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin2/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/%3f.jsp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/about.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/about.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/about-show.do|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/acceptDecline.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/add_url.htm|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/adframe.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/config.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/login.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/login.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-binadmin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/lost-pass.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/adminSection/main.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/setup.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/admin/updatelist.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/af.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/agenda.php3|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/ajaxp_backend.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/alerts.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/alienform.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/ang/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/ans/ans.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/ans.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/apexec.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/artmedic_links5/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/assets/plugins/mp3_id/mp3_id.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/athenareg.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/authentication_index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/awstats.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/backend/plugin/Registration/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/base_main.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/basilix.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/bb_func_txt.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/bible.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/bin/view/foswiki/WebHome|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/bin/view/TWiki/WebHome|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/blob.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/blogAdmin/jobs.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/book_panel/books.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/breakcal/calendar.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/browse.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/calendar.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/calendar_scheduler.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cal_week.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cart32.exe/GetLatestBuilds|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/catalog.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cgicso|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cgi/tseekdir.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/changelog.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/charts.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/chat/send.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/check_user_id.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/chgpwd.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/classifieds/Site_Admin/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cms/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cms/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cms/website.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/comment.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/comments.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/common/listrec.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/common/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/config.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/content/dynpage_load.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/content.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/core/editor.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/core/includes/gfw_smarty.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Count.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/counter.exe|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cvs.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cvsweb.cgi/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/cwmail.exe|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/data/adminusers.csv|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/data/nanoadmin.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/db/budget.sqlite|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/db/users.dat|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/dcshop.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/dcshop.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/default.aspx|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/desktop.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/detail.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/dig.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/directory.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/docbuilder/top.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/doc/catalogue.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/../Docs/ChangeLog.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Docs/ChangeLog.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/docs/CHANGES|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/../Docs/ReadMe.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Docs/ReadMe.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/download.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/down.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/e107_admin/admin.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/easymsgb.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/easyshop.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/edit_image.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/editor/assetmanager/assetmanager.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/edlink.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/engine/inc/version.info|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/error.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/eshop.pl/seite=;cat%20eshop.|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/evalsmsi.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/extras/curltest.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/faqmanager.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/filter.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/firstvisit.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/fom/fom.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/FormMail.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/formmail.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/FormMail.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/formmail.pl.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum_2.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum_answer.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum/Database/EZsiteForum.mdb|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum/email.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/forum.php3|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/fr_left.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gadgets/Blog/BlogModel.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gallery.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gen/obj/collectivite.class.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gm.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gnat/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/guestbook.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/GW5/GWWEB.EXE|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/GWWEB.EXE|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/gzip_loader.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/handlers/getpage.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/_head.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/hints.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-binhome|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/home|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/home.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/horde/services/help/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/htaccess.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/htdocs/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/htdocs/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/html/affich.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/html/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/htsearch|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/htsearch.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/imageview.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/i-mall.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includer.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includes/esqueletos/skel_null.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includes/include.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includes/initsystem.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includes/js/mambojavascript.js|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/includes/window_top.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/inc/smarty/libs/init.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/indeks.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index2.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Index2.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.js%70|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-binindex.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.php3|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.php4|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.php/Special/Main/Templates|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.php/Special:Version|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.pl/homels|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/index.rb|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/inserter.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/install/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/ion-p.exe|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/jgs_portal_statistik.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/journal.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/last10.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/left.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/library/lib.menu.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/lib/version.phps|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/license.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/LightNEasy.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Lisez%20moi.txt|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/listinfo|R|APACHE_VHOSTS_KNOWN_NAME
/cgi_bin/listrec.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/listrec.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/login/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/login.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/login_page.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/Login.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/login.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mail.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/main_login.asp|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/manager/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/manpage/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mapserv|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mapserv.exe|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/metadot/index.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mlog.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/module/biz/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/module/forum/main.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/module.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/modules/module_db.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/modules/news/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/modules.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/modules/plain/adminpart/addplain.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/modules/Submit/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mrtg.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mt.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mt/mt.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/myevent.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/mylog.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/napro4/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/nbmember.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/newcomment/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/news/|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/news/admin/index.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/news.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/NonExistent.html|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/nph-mr.cgi|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/oldnews_reader.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/open.php|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/openwebmail/openwebmail.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/openwebmail.pl|R|APACHE_VHOSTS_KNOWN_NAME
/cgi-bin/order.php|R|APACHE_VHOSTS_KNOWN_NAME
